RU_0_landmark_nachtfeuer_area1,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area1_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_nachtfeuer_area2,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area2_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_nachtfeuer_area3,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area3_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_nachtfeuer_area4,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area4_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_nachtfeuer_area5,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area5_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_nachtfeuer_area6,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area6_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_nachtfeuer_area7,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area7_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_nachtfeuer_area8,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area8_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_nachtfeuer_area9,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area9_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_nachtfeuer_area10,1,battlechatter/ru/0/mp/RU_0_landmark_nachtfeuer_area10_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area1,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area1_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area2,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area2_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area3,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area3_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area4,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area4_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area5,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area5_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area6,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area6_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area7,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area7_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area8,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area8_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area9,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area9_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_outskirts_area10,1,battlechatter/ru/0/mp/RU_0_landmark_outskirts_area10_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area1,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area1_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area2,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area2_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area3,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area3_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area4,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area4_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area5,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area5_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area6,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area6_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area7,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area7_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area8,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area8_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area9,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area9_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_roundhouse_area10,1,battlechatter/ru/0/mp/RU_0_landmark_roundhouse_area10_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area1,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area1_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area2,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area2_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area3,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area3_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area4,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area4_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area5,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area5_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area6,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area6_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area7,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area7_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area8,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area8_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area9,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area9_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_seelow_area10,1,battlechatter/ru/0/mp/RU_0_landmark_seelow_area10_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area1,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area1_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area2,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area2_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area3,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area3_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area4,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area4_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area5,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area5_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area6,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area6_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area7,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area7_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area8,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area8_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area9,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area9_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_landmark_suburban_area10,1,battlechatter/ru/0/mp/RU_0_landmark_suburban_area10_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,all_mp
RU_0_taunt_killstreak_5friendly,1,battlechatter/ru/0/mp/RU_0_taunt_killstreak_5friendly_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_killstreak_5friendly,2,battlechatter/ru/0/mp/RU_0_taunt_killstreak_5friendly_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_killstreak_5friendly,3,battlechatter/ru/0/mp/RU_0_taunt_killstreak_5friendly_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_killstreak_5friendly,4,battlechatter/ru/0/mp/RU_0_taunt_killstreak_5friendly_03.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_killstreak_10friendly,1,battlechatter/ru/0/mp/RU_0_taunt_killstreak_10friendly_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_killstreak_10friendly,2,battlechatter/ru/0/mp/RU_0_taunt_killstreak_10friendly_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_killstreak_10friendly,3,battlechatter/ru/0/mp/RU_0_taunt_killstreak_10friendly_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_killstreak_15friendly,1,battlechatter/ru/0/mp/RU_0_taunt_killstreak_15friendly_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_killstreak_15friendly,2,battlechatter/ru/0/mp/RU_0_taunt_killstreak_15friendly_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_kill_killstreak,1,battlechatter/ru/0/mp/RU_0_taunt_kill_killstreak_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_kill_killstreak,2,battlechatter/ru/0/mp/RU_0_taunt_kill_killstreak_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_taunt_kill_killstreak,3,battlechatter/ru/0/mp/RU_0_taunt_kill_killstreak_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_recon,1,battlechatter/ru/0/mp/RU_0_killstreak_enemy_recon_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_recon,2,battlechatter/ru/0/mp/RU_0_killstreak_enemy_recon_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_recon,3,battlechatter/ru/0/mp/RU_0_killstreak_enemy_recon_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_artillery,1,battlechatter/ru/0/mp/RU_0_killstreak_enemy_artillery_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_artillery,2,battlechatter/ru/0/mp/RU_0_killstreak_enemy_artillery_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_artillery,3,battlechatter/ru/0/mp/RU_0_killstreak_enemy_artillery_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_dogs,1,battlechatter/ru/0/mp/RU_0_killstreak_enemy_dogs_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_dogs,2,battlechatter/ru/0/mp/RU_0_killstreak_enemy_dogs_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_dogs,3,battlechatter/ru/0/mp/RU_0_killstreak_enemy_dogs_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_fourth,1,battlechatter/ru/0/mp/RU_0_killstreak_enemy_fourth_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_fourth,2,battlechatter/ru/0/mp/RU_0_killstreak_enemy_fourth_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_killstreak_enemy_fourth,3,battlechatter/ru/0/mp/RU_0_killstreak_enemy_fourth_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_perk_loadout_juggernaut,1,battlechatter/ru/0/mp/RU_0_perk_loadout_juggernaut_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_perk_loadout_juggernaut,2,battlechatter/ru/0/mp/RU_0_perk_loadout_juggernaut_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_perk_loadout_juggernaut,3,battlechatter/ru/0/mp/RU_0_perk_loadout_juggernaut_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_perk_loadout_deepimpact,1,battlechatter/ru/0/mp/RU_0_perk_loadout_deepimpact_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_perk_loadout_deepimpact,2,battlechatter/ru/0/mp/RU_0_perk_loadout_deepimpact_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_perk_loadout_deepimpact,3,battlechatter/ru/0/mp/RU_0_perk_loadout_deepimpact_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_destructible_near_barrel,1,battlechatter/ru/0/mp/RU_0_destructible_near_barrel_00.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_destructible_near_barrel,2,battlechatter/ru/0/mp/RU_0_destructible_near_barrel_01.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
RU_0_destructible_near_barrel,3,battlechatter/ru/0/mp/RU_0_destructible_near_barrel_02.wav,0.95,0.95,1,1,400,2800,3200,voice,60,3d,streamed,1,reject,,,0.7,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands
