first_room_wind,,,Stream/Backgrounds/Room_Tones/ber3b_partial_00.wav,,0.5,0.5,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,looping,,,,,,,,ambience,,,,,,,,,,,,100,100,0.25,1
second_room_wind,,,Stream/Backgrounds/Room_Tones/ber3b_partial_00.wav,,0.5,0.5,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,looping,,,,,,,,ambience,,,,,,,,,,,,100,100,0.25,1
third_room_wind,,,Stream/Backgrounds/Room_Tones/ber3b_partial_00.wav,,0.5,0.5,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,looping,,,,,,,,ambience,,,,,,,,,,,,100,100,0.25,1
room_null,,,SFX/null.wav,,0.5,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,1,10,0.25,1
line_battle_low,,,Stream/level/ber3b/ber3b_battle_low.wav,,1,1,20000,20000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_high1,,,Stream/level/ber3b/ber3b_battle_high.wav,,1,1,100,2000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_high2,,,Stream/level/ber3b/ber3b_battle_high2.wav,,1,1,100,10000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_high3,,,Stream/level/ber3b/ber3b_battle_high3.wav,,1,1,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
#line_battle_fade,,,Stream/level/ber3b/ber3b_battle_high.wav,,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_end1,,,Stream/level/ber3b/end_loop1.wav,,0.5,0.5,20000,20000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_end2,,,Stream/level/ber3b/end_loop2.wav,,0.5,0.5,20000,20000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_end3,,,Stream/level/ber3b/end_loop3.wav,,0.5,0.5,20000,20000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_end4,,,Stream/level/ber3b/end_loop4.wav,,0.5,0.5,20000,20000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
line_battle_end1a,,,Stream/level/ber3b/end_loop1.wav,,1,1,20000,20000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_end2a,,,Stream/level/ber3b/end_loop2.wav,,1,1,20000,20000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_end3a,,,Stream/level/ber3b/end_loop3.wav,,1,1,20000,20000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
line_battle_end4a,,,Stream/level/ber3b/end_loop4.wav,,1,1,20000,20000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plane_fly_by,,,SFX\Vehicles\Planes\P47\ARPL_P47_By01.wav,1,1,1,10000,20000,,,,,full_vol,,,,,,,1,1,,3d,streamed,,,,,,,,,3000,,,,,,,,,,,,,40,60,0.25,0.75
plane_fly_by,,,SFX\Vehicles\Planes\P47\ARPL_P47_By02.wav,2,1,1,10000,20000,,,,,full_vol,,,,,,,1,1,,3d,streamed,,,,,,,,,3000,,,,,,,,,,,,,40,60,0.25,0.75
plane_fly_by,,,SFX\Vehicles\Planes\P47\ARPL_P47_By03.wav,3,1,1,10000,20000,,,,,full_vol,,,,,,,1,1,,3d,streamed,,,,,,,,,3000,,,,,,,,,,,,,40,60,0.25,0.75
plane_fly_by,,,SFX\Vehicles\Planes\P47\ARPL_P47_By04.wav,4,1,1,10000,20000,,,,,full_vol,,,,,,,1,1,,3d,streamed,,,,,,,,,3000,,,,,,,,,,,,,40,60,0.25,0.75
plane_fly_by,,,SFX\Vehicles\Planes\P47\ARPL_P47_By05.wav,5,1,1,10000,20000,,,,,full_vol,,,,,,,1,1,,3d,streamed,,,,,,,,,3000,,,,,,,,,,,,,40,60,0.25,0.75
plane_shot,,,SFX\Levels\see1\plane_shot_##,,0.6,0.6,5000,10000,,,,,full_vol,,curve5,,,,,,,,3d,,,,,,,,,,,,,,,,,0,,,no,,,100,100,0.25,1
art_int,,,SFX/Levels/Berlin_2/art_int/artillery_int_00.wav,,0.8,0.8,100,2500,1,reject,,,explosion,,,,,,,1,1,,2d,,,,0.7,,,,,,,,,,,,,,,,,,,100,100,0.25,1
chandelier,,,SFX\Levels\ber3b\chand_##,,1,1,100,1000,,,,,ambience,,,,,,,0.98,1.02,,3d,,,,0.7,,,pcm,,,,,,,,,,,,,,,,50,80,0.25,1

ber3b_generator_loop,,,SFX\Levels\Peleliu_1\generator_##,,0.5,0.6,75,600,,,,,ambience,,curve3,,,,,1,1,,3d,,,looping,,,,,,,,,,,,,,,,,,,,10,20,0.25,1
ber3b_fire_med,,,SFX/Destruction/fires/bldg_fire/med_##,,1,1,50,500,,,,,ambience,,curve2,,,,,1,1,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,,50,80,0.15,0.85
ber3b_fire_wall,,,SFX\Levels\ber3b\fire\wall_fire.wav,,1,1,50,500,,,,,ambience,,curve2,,,,,1,1,,3d,streamed,,looping,,,,pcm,,,,,,,,,,,,,,,,50,80,0.15,0.85
ber3b_lightbulb_loop,,,SFX\Levels\ber3b\light_bulb\light_bulb_00.wav,,0.2,0.3,10,200,,,,,ambience,,curve1,,,,,1,1,,3d,,,looping,,,,,,,,,,,,,,,,,,,,10,20,0.25,1
ber3b_lightbulb_break,,,SFX\Levels\ber3b\light_bulb\bulb_break_##,,1,1,100,1000,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,ber3b_lightbulb_spark,,50,,,,,,,,,,,,,10,20,0.25,1
ber3b_lightbulb_spark,,,SFX\Levels\ber3b\light_bulb\bulb_spark_##,,0.9,1,100,1000,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,,,300,,,,,,,,,,,,,10,20,0.25,1
ber3b_woodfall_loop,,,SFX\Levels\ber3b\paper_fire_00.wav,,0.5,0.7,10,200,,,,,ambience,,curve1,,,,,1,1,,3d,,,looping,,,,,,,,,,,,,,,,,,,,10,20,0.25,1
ber3b_domeashes_loop,,,SFX\Levels\ber3b\fire_ember_bg.wav,,0.1,0.2,100,1000,,,,,ambience,,curve1,,,,,1,1,,3d,,,looping,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
ber3b_big_pipe_loop1,,,SFX\Levels\ber3b\pipes\water_loop.wav,,1,1,100,500,,,,,ambience,,curve1,,,,,1,1,,3d,,,looping,,,,,,,,,,,,,,,,,,,,60,90,0.25,1
ber3b_big_pipe_loop2,,,SFX\Levels\ber3b\pipes\water_loop.wav,,1,1,100,500,,,,,ambience,,curve1,,,,,1,1,,3d,,,looping,,,,,,,,,,,,,,,,,,,,60,90,0.25,1
ber3b_big_pipe_loop3,,,SFX\Levels\ber3b\pipes\water_loop.wav,,1,1,100,500,,,,,ambience,,curve1,,,,,1,1,,3d,,,looping,,,,,,,,,,,,,,,,,,,,60,90,0.25,1
ber3b_small_pipe_loop,,,SFX\Levels\ber3b\pipes\steam_loop.wav,,1,1,100,500,,,,,ambience,,curve1,,,,,1,1,,3d,,,looping,,,,,,,,,,,,,,,,,,,,10,20,0.25,1
# Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thunder_mono,,,Stream/level/ber3b/thund_mn_00.wav,1,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,thunder_stereo_00,,,,,,,,,,,,,,,100,100,0.25,1
thunder_mono,,,Stream/level/ber3b/thund_mn_01.wav,2,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,thunder_stereo_01,,,,,,,,,,,,,,,100,100,0.25,1
thunder_mono,,,Stream/level/ber3b/thund_mn_02.wav,3,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,thunder_stereo_02,,,,,,,,,,,,,,,100,100,0.25,1
thunder_mono,,,Stream/level/ber3b/thund_mn_03.wav,4,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,thunder_stereo_03,,,,,,,,,,,,,,,100,100,0.25,1
thunder_mono,,,Stream/level/ber3b/thund_mn_04.wav,5,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,thunder_stereo_04,,,,,,,,,,,,,,,100,100,0.25,1
thunder_mono,,,Stream/level/ber3b/thund_mn_05.wav,6,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,thunder_stereo_05,,,,,,,,,,,,,,,100,100,0.25,1
thunder_mono,,,Stream/level/ber3b/thund_mn_06.wav,7,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,thunder_stereo_06,,,,,,,,,,,,,,,100,100,0.25,1
thunder_mono,,,Stream/level/ber3b/thund_mn_07.wav,8,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,thunder_stereo_07,,,,,,,,,,,,,,,100,100,0.25,1
thunder_mono,,,Stream/level/ber3b/thund_mn_08.wav,9,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,thunder_stereo_08,,,,,,,,,,,,,,,100,100,0.25,1

thunder_stereo_00,,,Stream/level/ber3b/thund_st_00.wav,,0.4,0.4,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
thunder_stereo_01,,,Stream/level/ber3b/thund_st_01.wav,,0.4,0.4,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
thunder_stereo_02,,,Stream/level/ber3b/thund_st_02.wav,,0.4,0.4,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
thunder_stereo_03,,,Stream/level/ber3b/thund_st_03.wav,,0.4,0.4,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
thunder_stereo_04,,,Stream/level/ber3b/thund_st_04.wav,,0.4,0.4,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
thunder_stereo_05,,,Stream/level/ber3b/thund_st_05.wav,,0.4,0.4,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
thunder_stereo_06,,,Stream/level/ber3b/thund_st_06.wav,,0.4,0.4,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
thunder_stereo_07,,,Stream/level/ber3b/thund_st_07.wav,,0.4,0.4,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
thunder_stereo_08,,,Stream/level/ber3b/thund_st_08.wav,,0.4,0.4,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
close_thunder_mono,,,Stream/level/ber3b/thund_mn_00.wav,1,0.8,0.8,100,4000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,close_thunder_stereo_00,,,,,,,,,,,,,,,100,100,0.25,1
close_thunder_mono,,,Stream/level/ber3b/thund_mn_01.wav,2,0.8,0.8,100,4000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,close_thunder_stereo_01,,,,,,,,,,,,,,,100,100,0.25,1
close_thunder_mono,,,Stream/level/ber3b/thund_mn_02.wav,3,0.8,0.8,100,4000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,close_thunder_stereo_02,,,,,,,,,,,,,,,100,100,0.25,1
close_thunder_mono,,,Stream/level/ber3b/thund_mn_03.wav,4,0.8,0.8,100,4000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,close_thunder_stereo_03,,,,,,,,,,,,,,,100,100,0.25,1
close_thunder_mono,,,Stream/level/ber3b/thund_mn_04.wav,5,0.8,0.8,100,4000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,close_thunder_stereo_04,,,,,,,,,,,,,,,100,100,0.25,1
close_thunder_mono,,,Stream/level/ber3b/thund_mn_05.wav,6,0.8,0.8,100,4000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,close_thunder_stereo_05,,,,,,,,,,,,,,,100,100,0.25,1
close_thunder_mono,,,Stream/level/ber3b/thund_mn_06.wav,7,0.8,0.8,100,4000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,close_thunder_stereo_06,,,,,,,,,,,,,,,100,100,0.25,1
close_thunder_mono,,,Stream/level/ber3b/thund_mn_07.wav,8,0.8,0.8,100,4000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,close_thunder_stereo_07,,,,,,,,,,,,,,,100,100,0.25,1
close_thunder_mono,,,Stream/level/ber3b/thund_mn_08.wav,9,0.8,0.8,100,4000,,,,,ambience,,curve3,,,,,1,1,,3d,streamed,,,,,,,close_thunder_stereo_08,,,,,,,,,,,,,,,100,100,0.25,1

close_thunder_stereo_00,,,Stream/level/ber3b/thund_st_00.wav,,0.6,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_01,,,Stream/level/ber3b/thund_st_01.wav,,0.6,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_02,,,Stream/level/ber3b/thund_st_02.wav,,0.6,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_03,,,Stream/level/ber3b/thund_st_03.wav,,0.6,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_04,,,Stream/level/ber3b/thund_st_04.wav,,0.6,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_05,,,Stream/level/ber3b/thund_st_05.wav,,0.6,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_06,,,Stream/level/ber3b/thund_st_06.wav,,0.6,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_07,,,Stream/level/ber3b/thund_st_07.wav,,0.6,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_08,,,Stream/level/ber3b/thund_st_08.wav,,0.6,0.6,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
close_thunder_stereo_int,,,Stream/level/ber3b/thund_st_02.wav,1,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_int,,,Stream/level/ber3b/thund_st_03.wav,2,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_int,,,Stream/level/ber3b/thund_st_04.wav,3,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_int,,,Stream/level/ber3b/thund_st_05.wav,4,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_int,,,Stream/level/ber3b/thund_st_06.wav,5,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_int,,,Stream/level/ber3b/thund_st_07.wav,6,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
close_thunder_stereo_int,,,Stream/level/ber3b/thund_st_08.wav,7,0.7,0.7,100,2500,,,,,ambience,,curve3,,,,,1,1,,2d,streamed,,,,,,,,,,ambience,0.5,,,,,,,,,,,100,100,0.25,1
# Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_dog_bark,,,SFX/Amb/animals/dog_##,,0.9,1,250,2500,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_rodents,,,SFX/Amb/animals/Rodents_##,,0.9,1,250,2500,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_raven,,,SFX/Amb/animals/raven_##,,0.5,0.8,10,1000,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,


#Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_wood_dust,,,SFX/Amb/debris/wood_dust_##,,0.6,0.6,10,150,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,30,70,0.25,1
amb_wood_small,,,SFX/Amb/debris/wood_tiny_##,,0.6,0.6,10,150,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,30,70,0.25,1
amb_wood_boards,,,SFX/Amb/debris/wood_med_##,,0.6,0.6,10,150,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,30,70,0.25,1
amb_wood_creak,,,SFX/Amb/debris/wood_bend_##,,0.6,0.6,10,150,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,30,70,0.25,1
#Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_stone_dust,,,SFX/Amb/debris/rock_dust_##,,0.6,0.6,10,150,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,30,70,0.25,1
amb_stone_small,,,SFX/Amb/debris/rock_tiny_##,,0.6,0.6,10,150,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,30,70,0.25,1
amb_stone_med,,,SFX/Amb/debris/rock_med_##,,0.6,0.6,10,150,,,,,ambience,,curve3,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,30,70,0.25,1

bomb_far,,,SFX/Amb/bomb_far_##,,0.5,0.7,100,500,,,,,ambience,,,,,,,,,,3d,,,,,,,,bomb_far_falloff,,,,,,,,,,,,,,,10,50,0.25,0.75
bomb_far_falloff,,,SFX/Destruction/Explosion_Falloff_##,,0.65,0.75,100,500,,,,,ambience,,,,,,,,,,3d,,,,,,,,,,500,,,,,,,,,,,,,10,50,0.25,0.75
#Pipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

