name,sequence,file,platform,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,dist_reverb_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,priority,spatialized,type,probability,loop,masterslave,loadspec,reverb_falloff_curve,subtitle,compression,randomize_type,secondaryaliasname,chainaliasname,volumefalloffcurve,startdelay,speakermap,reverb_send,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage,move_type,move_time,occlusion_level,min_priority,max_priority,min_priority_threshold,max_priority_threshold
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_birds,1,SFX/amb/animals/old/bird_finch.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,2,SFX/amb/animals/old/bird_generic.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,3,SFX/amb/animals/old/bird_sparrow.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,4,SFX/amb/animals/old/bird_wren.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,5,SFX/amb/birds/tawny/tawny_03.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,6,SFX/amb/birds/tawny/tawny_00.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,7,SFX/amb/birds/owl/owl_00.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,8,SFX/amb/birds/owl/owl_01.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,9,SFX/amb/birds/random/bird_04.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,10,SFX/amb/birds/random/bird_03.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
amb_birds,11,SFX/amb/birds/choradyl/choradyl_02.wav,!wii,0.4,0.6,0.9,1.1,200,1300,1500,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.5,,,,,,,,,0.5,20,50,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal_creak,1,SFX/Levels/mp_subway/creaks/creaks_00.wav,!wii,0.6,0.8,0.8,1.1,150,800,1200,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.6,,,,,,,,,0.6,20,60,0.2,1
metal_creak,2,SFX/Levels/mp_subway/creaks/creaks_05.wav,!wii,0.6,0.8,0.8,1.1,150,800,1200,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.6,,,,,,,,,0.6,20,60,0.2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
light_buzz,,SFX\Amb\lightbulbs\light_humming_00.wav,!wii,0.2,0.3,0.9,1.1,50,300,450,,,,,ambience,,3d,,,looping,,all_mp,curve3,,,pitch,,,curve2,,,0.8,,,,,,,,,0.6,20,60,0.2,1,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wood_creak,,SFX/amb/wood_creak_##,!wii,0.6,0.7,0.9,1.1,150,700,1000,,,,,ambience,,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.6,,,,,,,,,0.5,20,50,0.25,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

amb_bugs,1,SFX/Amb/animals/crickets/crickets_00.wav,!wii,0.3,0.4,0.9,1.2,150,1100,1600,,,,,ambience,60,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.8,,,,,,,,,0.5,20,60,0.25,1,,,
amb_bugs,2,SFX/Amb/animals/crickets/crickets_01.wav,!wii,0.3,0.4,0.9,1.2,150,1100,1600,,,,,ambience,60,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.8,,,,,,,,,0.5,20,60,0.25,1,,,
amb_bugs,3,SFX/Amb/animals/crickets/crickets_02.wav,!wii,0.3,0.4,0.9,1.2,150,1100,1600,,,,,ambience,60,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.8,,,,,,,,,0.5,20,60,0.25,1,,,
amb_bugs,4,SFX/Amb/animals/crickets/crickets_03.wav,!wii,0.3,0.4,0.9,1.2,150,1100,1600,,,,,ambience,60,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.8,,,,,,,,,0.5,20,60,0.25,1,,,
amb_bugs,5,SFX\Amb\animals\misc_Bug\misc_bug_02.wav,!wii,0.3,0.4,0.9,1.2,150,1100,1600,,,,,ambience,60,3d,,,,,all_mp,curve3,,,,,,curve3,,,0.8,,,,,,,,,0.5,20,60,0.25,1,,,


# For Wii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#courtyard_indoor,,sfx/levles/mp_castle_indoor.wav,wii,1,1,,,,,,,,,,ambience,,2d,streamed,,looping,,,,,,,,,,,,,,,,,,,,,,,,60,60,,,
#courtyard_outdoor,,sfx/levles/mp_castle_outdoor.wav,wii,1,1,,,,,,,,,,ambience,,2d,streamed,,looping,,,,,,,,,,,,,,,,,,,,,,,,60,60,,,
