# Plane Sounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_engine_high,,,SFX\Levels\pby_fly\pby\engines\pby_engine_high.wav,,0.4,0.4,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,looping,,,,,,,,wpn_all,,,,,,,no,no,,,100,100,0.25,1
pby_engine_low,,,SFX\Levels\pby_fly\pby\engines\pby_engine_low.wav,,0.6,0.6,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,looping,,,,,,,,wpn_all,,,,,,,no,no,,,100,100,0.25,1
pby_engine_taxi,,,SFX\Levels\pby_fly\pby\engines\pby_engine_taxi.wav,,0.6,0.6,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,looping,,,,,,,,wpn_all,,,,,,,no,no,,,100,100,0.25,1
pby_add_power,,,SFX\Levels\pby_fly\pby\engines\PBY_add_power.wav,,0.6,0.6,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,,,,,,,,,wpn_all,,,,,,,no,no,,,100,100,0.25,1
pby_evasive,,,SFX\Levels\pby_fly\pby\engines\pby_evasive.wav,,0.6,0.6,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,,,,,,,,,wpn_all,,,,,,,no,no,,,100,100,0.25,1
pby_take_off,,,SFX\Levels\pby_fly\pby\engines\pby_liftoff.wav,,0.6,0.6,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,,,,,,,,3000,wpn_all,,,,,,,no,no,,,100,100,0.25,1
take_off,,,SFX\Levels\pby_fly\pby\engines\pby_liftoff.wav,,0.6,0.6,,,,,,,ambience,,,,,,,1,1,,2d,streamed,,,,,,,,,3000,wpn_all,,,,,,,no,no,,,100,100,0.25,1
plane_land,,,SFX/Levels/pby_fly/pby/plane_land/plane_land_creaks_b.wav,,1,1,,,,,,,full_vol,,,,,,,1,1,,2d,,,,,,,,,,,wpn_all,0.5,,,,,,no,no,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plane_hit,,,SFX/Vehicles/Planes/corsair/amb_crsr_hit_##,,0.75,0.85,5000,20000,,,,,ambience,,curve5,,30000,,curve5,1,1,,3d,,,,,,,,,,,,,,,,,0,no,no,,,40,60,0.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#3p pby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_3p,,,SFX/Levels/pby_fly/pby/engines_3p/engine_loop_3p.wav,,0.4,0.4,1500,5500,,,,,vehicle,,curve4,,10000,,curve2,1,1,,3d,streamed,,looping,,,,,,,,,,,,,,,no,no,,,25,75,0.4,1
pby_3p_by_1,,,SFX/Levels/pby_fly/pby/pby_30_by_1.wav,,0.8,0.8,500,18000,,,,,vehicle,,curve4,,20000,,curve3,1,1,,3d,,,,,,,,,,,,,0.5,,,,,no,no,,,100,100,0.25,1
wind_mono,,,SFX/Levels/pby_fly/plane_wind_##,,0.55,0.55,80,125,,,,,ambience,,curve2,,,,,1,1,,3d,,,looping,,,,pcm,,,,,,,,,,,no,no,,,100,100,0.25,1
zero_steady,,,SFX/Vehicles/Planes/zero/steady/engine_steady_00.wav,,0.25,0.25,500,11000,4,priority,,,full_vol,,curve3,,14000,,curve2,0.9,1.1,pitch,3d,,,looping,,,,,,,,,,,,,,,no,no,,,25,45,0.4,1
bullet_ap_metal,,,SFX/projectile/bullet/small/impacts/metal/near_##,,0.4,0.6,150,500,8,reject,,,projectile,,curve3,,,,,0.95,1.05,,3d,,,,,,,,whizby_pby,,,,,,,,,,no,no,,,10,75,0.1,1
whizby_pby,,,SFX/Destruction/frag_by_##,,0.4,0.6,50,200,1,reject,,,projectile,,,,,,,0.95,1.2,,3d,,,,,,,,,,10,wpn_all,,,,,,,no,no,,,10,20,0.1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
damage_alarm,,,SFX\Levels\pby_fly\pby\pby_dmg_alarm.wav,,0.75,0.75,80,200,,,,,ambience,,curve2,,400,,curve3,1,1,,3d,,,looping,,,,,,,,,,,,,,,no,no,,,90,90,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_3p_die,,,SFX\Levels\pby_fly\exp\pby_death.wav,,1,1,500,18000,,,,,full_vol,,,,20000,,,1,1,,2d,streamed,,,,,,,pby_die_explode,,,,0.5,0.4,,,,,no,no,,,90,90,0.25,1
pby_die_explode,,,SFX/Destruction/explosion_main_##,,0.8,0.9,500,4000,,,,,hvy_wpn,,,,,,,0.9,1.1,,3d,,,,,all_sp,,,pby_dieR,,,,0.05,0.25,,,,,,yes,left_player,6,90,95,0.25,1
pby_dieR,,,SFX/Destruction/explosion_main_##,,0.8,1,500,4000,3,priority,,,explosion,,curve5,,10000,,,0.9,1,,3d,,,,,all_sp,,,pby_die_dist,,,,0.5,,,,,,,yes,right_player,6,90,90,0.25,1
pby_die_dist,,,SFX/Destruction/explosion_dist_##,,0.9,1,3000,12000,3,priority,,,explosion,,curve5,,13000,,,0.9,1.1,,3d,,,,,all_sp,,,pby_die_distR,,,,0.4,,,,,,,yes,left_player,6,40,60,0.55,1
pby_die_distR,,,SFX/Destruction/explosion_dist_##,,0.9,1,3000,12000,3,priority,,,explosion,,curve5,,13000,,,0.9,1.1,,3d,,,,,all_sp,,,bomb_far_falloff_glo,,,,0.4,,,,,,,yes,right_player,6,40,60,0.55,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_3p_wing_by,,,SFX\Levels\pby_fly\exp\pby_wing_by.wav,,1,1,500,18000,,,,,full_vol,,,,20000,,,1,1,,2d,streamed,,,,,,,pby_die_explode,,,,0.5,0.4,,,,,no,no,,,90,90,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Hatch Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hatch_opn_srt,,,SFX/Levels/pby_fly/pby/hatch_anim/hatch_opn_srt.wav,,0.45,0.45,1000,5000,,,,,full_vol,,curve5,,,,,1,1,,3d,,,,,,,,,,,wpn_fnt,,0.5,,,,,no,no,,,100,100,0.25,1
hatch_opn_end,,,SFX/Levels/pby_fly/pby/hatch_anim/hatch_opn_end.wav,,0.45,0.45,1000,5000,,,,,full_vol,,curve5,,,,,1,1,,3d,,,,,,,,,,,wpn_fnt,,0.5,,,,,no,no,,,100,100,0.25,1
gun_dply_srt,,,SFX/Levels/pby_fly/pby/hatch_anim/gun_dply_srt.wav,,0.45,0.45,1000,5000,,,,,full_vol,,curve5,,,,,1,1,,3d,,,,,,,,,,,wpn_fnt,,0.5,,,,,no,no,,,100,100,0.25,1
gun_dply_end,,,SFX/Levels/pby_fly/pby/hatch_anim/gun_dply_end.wav,,0.45,0.45,1000,5000,,,,,full_vol,,curve5,,,,,1,1,,3d,,,,,,,,,,,wpn_fnt,,0.5,,,,,no,no,,,100,100,0.25,1
gun_stow_srt,,,SFX/Levels/pby_fly/pby/hatch_anim/gun_stow_srt.wav,,0.45,0.45,1000,5000,,,,,full_vol,,curve5,,,,,1,1,,3d,,,,,,,,,,,wpn_fnt,,0.5,,,,,no,no,,,100,100,0.25,1
gun_stow_end,,,SFX/Levels/pby_fly/pby/hatch_anim/gun_stow_end.wav,,0.45,0.45,1000,5000,,,,,full_vol,,curve5,,,,,1,1,,3d,,,,,,,,,,,wpn_fnt,,0.5,,,,,no,no,,,100,100,0.25,1
hatch_close_srt,,,SFX/Levels/pby_fly/pby/hatch_anim/hatch_cls_srt.wav,,0.45,0.45,1000,5000,,,,,full_vol,,curve5,,,,,1,1,,3d,,,,,,,,,,,wpn_fnt,,0.5,,,,,no,no,,,100,100,0.25,1
hatch_close_end,,,SFX/Levels/pby_fly/pby/hatch_anim/hatch_cls_end.wav,,0.45,0.45,1000,5000,,,,,full_vol,,curve5,,,,,1,1,,3d,,,,,,,,,,,wpn_fnt,0.5,0.5,,,,,no,no,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Blister 50 Cal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_fire_plr,,,SFX/Weapon/MG/pby/fire/wpn_50_pby_st_atk.wav,,0.25,0.28,,,1,oldest,,,hvy_wpn,,,,,,,1,1,,2d,,,,,pby_fly,,pcm,pby_fire_plr_decay,,,wpn_all,0.5,0.5,,,,,no,no,,,100,100,0.25,1
pby_fire_plr_decay,,,SFX/Weapon/MG/pby/fire/wpn_50_pby_st_dky.wav,,0.21,0.24,,,1,oldest,,,hvy_wpn,,,,,,,1,1,,2d,,,,,pby_fly,,pcm,,,,wpn_all,0.5,0.5,,,,,no,no,,,100,100,0.25,1
pby_fire,,,SFX/Weapon/MG/pby/fire/wpn_50_pby_mn_atk.wav,,0.6,0.65,1000,8000,1,oldest,,,hvy_wpn,,curve2,,10000,,,0.85,1,variant,3d,,,,,pby_fly,,pcm,,,,,,,,,,,no,no,,,100,100,0.25,1
pby_fire_decay,,,SFX/Weapon/MG/pby/fire/wpn_50_pby_mn_dky.wav,,0.6,0.65,1000,8000,1,oldest,,,hvy_wpn,,curve3,,10000,,,1,1,,2d,,,,,pby_fly,,pcm,,,,,0.5,0.5,,,,,no,no,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_50_fire_plr,,,SFX/Weapon/MG/pby/fire/pby_50cal_v2.wav,,0.4,0.5,,,1,oldest,,,hvy_wpn,,,,,,,0.98,1.02,,2d,,,,,pby_fly,,pcm,pby_50_fire_plr_act,,,wpn_all,0.15,0.25,,,,,no,no,,,100,100,0.25,1
pby_50_fire_plr_act,,,SFX/Weapon/MG/pby/fire/wpn_50_pby_st_act.wav,,0.65,0.75,,,2,oldest,,,hvy_wpn,,,,,,,0.98,1.02,,2d,,,,,pby_fly,,pcm,pby_30dual_beltfed,,25,wpn_fnt,,,,,,,no,no,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Tail Single 30cal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_30single_fire_plr,,,SFX\Weapon\MG\30cal\Fire\wpn_30Cal_st_f.wav,,0.3,0.5,,,1,oldest,,,hvy_wpn,,,,,,,0.98,1.02,,2d,,,,,pby_fly,,pcm,pby_30single_fire_plr_act,,,wpn_all,,0.25,,,,,no,no,,,100,100,0.25,1
pby_30single_fire_plr_act,,,SFX\Weapon\MG\30cal\Fire\wpn_30Cal_st_act.wav,,0.4,0.6,,,2,oldest,,,hvy_wpn,,,,,,,0.98,1.02,,2d,,,,,pby_fly,,pcm,pby_30single_beltfed,,,wpn_fnt,,,,,,,no,no,,,100,100,0.25,1
pby_30single_beltfed,,,SFX/Weapon/MG/pby/fire/bullet_belt.wav,,0.22,0.25,,,1,oldest,,,hvy_wpn,,,,,,,0.98,1.02,,2d,,,,,pby_fly,,pcm,,,48,,,0.5,,,,,no,no,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Nose Dual 30cal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_30dual_fire_plr,,,SFX/Weapon/MG/pby/fire/wpn_30_pby_st_f.wav,,0.6,0.68,,,2,oldest,,,hvy_wpn,,,,,,,0.85,0.95,pitch,2d,,,,,pby_fly,,pcm,pby_30dual_fire_plr_act,,,wpn_all,0.5,,,,,,no,no,,,100,100,0.25,1
pby_30dual_fire_plr_act,,,SFX/Weapon/MG/pby/fire/wpn_30_pby_st_act.wav,,0.7,0.78,,,1,oldest,,,hvy_wpn,,,,,,,1,1,pitch,2d,,,,,pby_fly,,pcm,pby_30dual_beltfed,,,wpn_all,,,,,,,no,no,,,100,100,0.25,1
pby_30dual_beltfed,,,SFX/Weapon/MG/pby/fire/bullet_belt.wav,,0.55,0.58,,,1,oldest,,,hvy_wpn,,,,,,,0.98,1.02,,2d,,,,,pby_fly,,pcm,,,30,,,0.5,,,,,no,no,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Nose 20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_nose_20mm,,,SFX\Weapon\pby_special\pby_20mm.wav,,0.8,0.8,,,1,oldest,,,hvy_wpn,,,,,,,0.9,1.1,pitch,2d,,,,,pby_fly,,pcm,,,,wpn_all,0.5,0.5,,,,0,no,no,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Triple 25 AA Gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_triple25_fire,,,SFX/Weapon/Cannons/Triple_25/fire/wpn_triple25_mn.wav,,0.8,0.8,1000,8000,,,,,rfl_3rd,,curve3,,12000,,curve4,0.8,1.1,pitch,3d,,,,,pby_fly,,,wpn_triple25_fire_dist,,,,,,,,,0.2,no,no,,,70,100,0.25,0.75
wpn_triple25_fire_dist,,,SFX/Weapon/Cannons/Triple_25/fire/dist_##,,0.7,0.7,1000,16000,,,,,rfl_3rd,,curve3,,20000,,curve3,0.8,1.1,pitch variant,3d,,,,,pby_fly,,,,,,,,,,,,0.2,no,no,,,70,100,0.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Type99 on PT Boats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_type99_fire,,,SFX\Weapon\SMG\ppsh\Fire\wpn_ppsh_mn.wav,,0.5,0.65,1000,8000,10,priority,,,rfl_3rd,,curve3,,12000,,curve2,0.8,1.3,pitch,3d,,,,,pby_fly,,,weap_type99_fire_dist,,,,,,,,,,no,no,,,60,80,0.25,0.85
weap_type99_fire_dist,,,SFX\Weapon\SMG\MP40\Fire\wpn_MP40_mn.wav,,0.35,0.5,1000,10000,10,priority,5,priority,rfl_3rd,rcurve1,rcurve3,0.8,18000,,rcurve3,0.75,1,pitch,3d,,,,,pby_fly,,,,,,,,,,,,,no,no,,,60,80,0.25,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Fletcher Bofors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_bofors_fire,,,SFX\Weapon\Cannons\bofors\weap_bofors_fire.wav,,0.4,0.5,1000,18000,5,priority,,,rfl_3rd,,curve3,,20000,,curve2,0.8,1.1,pitch,3d,,,,0.7,pby_fly,,,wpn_bofors_fire_dist,,,,,,,,,,no,no,,,60,80,0.25,0.85
wpn_bofors_fire_dist,,,SFX/Weapon/Cannons/Triple_25/fire/dist_##,,0.8,0.8,1000,24000,5,priority,,,rfl_3rd,,curve3,,35000,,curve3,0.8,1.1,pitch variant,3d,,,,,pby_fly,,,,,,,,,,,,0.2,no,no,,,70,100,0.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Ambient SFX - Static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_roll,,,sfx/amb/pacific/ocean/surge_##,,0.5,0.65,150,1000,15,reject,,,ambience,,curve3,,2000,,curve2,0.6,1.1,,3d,,,,,pby_fly,,pcm,,,,,,,,,,,no,no,,,25,45,0.4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pby_thunder,,,SFX/Levels/pby_fly/ocean/thunder_##,,0.7,1,5000,45000,5,oldest,,,full_vol,,curve4,,50000,,curve3,0.7,1,,3d,,0.5,,,,,,thunder_farL,,,,, ,,,,,no,no,,,10,20,0.3,1
thunder_farL,,,Stream\Level\ber2\thunder\thunder_farL_00.wav,,0.8,1,3000,18000,1,reject,,,full_vol,,,1,50000,,curve4,0.7,1,,3d,streamed,,,,,,,thunder_farR,,,,0.5,,,,,0,,no,left_player,8,50,80,0.5,1
thunder_farR,,,Stream\Level\ber2\thunder\thunder_farR_00.wav,,0.8,1,3000,18000,1,reject,,,full_vol,,,1,50000,,curve4,0.7,1,,3d,streamed,,,,,,,,,,,0.5,,,,,0,,no,right_player,8,50,80,0.5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rpg_impact_boom,,,SFX/Destruction/Explosion_Impact_##,,0.45,0.75,50,1500,,,,,explosion,,,,5500,,,,,,3d,,,,,,,,bomb_falloff,,,,,,,,,,no,no,,,40,70,0.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impact_boom,,,SFX/Destruction/Explosion_Impact_##,,1,1,50,1500,,,,,full_vol,,,,5500,,,,,,2d,,,,,,,,amb_metal,,,wpn_all,,,,,,,no,no,,,40,70,0.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bomb_close,,,SFX/Destruction/Explosion_Impact_##,,0.45,0.75,50,1500,,,,,explosion,,,,,,,,,,3d,,,,,,,,bomb_falloff,,,,,,,,,,no,no,,,40,70,0.25,0.75
bomb_medium,,,SFX/Destruction/Explosion_Impact_##,,0.25,0.35,100,500,,,,,explosion,,,,,,,,,,3d,,,,,,,,bomb_far_falloff,,,,,,,,,,no,no,,,10,25,0.25,1
bomb_falloff,,,SFX/Destruction/Explosion_Falloff_##,,0.7,0.75,100,4500,6,reject,,,explosion,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,no,no,,,10,25,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bomb_far,,,SFX/Amb/bomb_far_##,,0.7,0.9,50,4500,5,reject,,,explosion,,,,,,,0.8,1,,3d,,,,,,,,bomb_far_falloff,,,,,,,,,,no,no,,,10,25,0.25,1
bomb_far_falloff,,,SFX/Destruction/Explosion_Falloff_##,,0.7,0.9,1000,20000,5,reject,,,explosion,,curve3,,45000,,curve2,0.9,1.05,,3d,,,,,,,,,,25,,,,,,,,no,no,,,10,25,0.25,0.75
flak_burst,,,SFX\Destruction\Explosion_Impact_##,,0.4,0.6,5000,36000,8,reject,,,full_vol,,curve4,,38000,,curve3,0.8,1.1,,3d,,,,,,,,bomb_far_falloff,,,,,,,,,,no,yes,,,50,100,0.25,1
flak_burst_close,,,SFX\Destruction\Explosion_Impact_##,,0.9,0.9,5000,36000,8,reject,,,full_vol,,curve4,,38000,,curve3,0.8,1.1,,2d,,,,,,,,bomb_far_falloff,,,,,,,,,,no,yes,,,50,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa_fire,,,SFX/Levels/Peleliu_1/pa_fire/pa_fire.wav,,1,1,100,8000,,,,,explosion,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,no,no,,,100,100,0.25,1
pa_fire_far,,,SFX/Levels/Peleliu_1/pa_fire/pa_fire.wav,,0.75,0.75,100,20000,,,,,explosion,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,no,no,,,70,70,0.25,1
pa_fire_farthest,,,SFX/Levels/Peleliu_1/pa_fire/pa_fire.wav,,0.8,0.8,100,33000,,,,,explosion,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,no,no,,,70,70,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flame_yell,,,SFX/Levels/Peleliu_1/yell/ahhhhhhh.wav,,0.7,0.7,100,2500,,,,,full_vol,,,,,,,0.9,0.9,,3d,,,,,,,,,,,,,,,,,,no,no,,,100,100,0.25,1
rumble,,,Stream/level/ber2/rumble_00.wav,,0.5,0.5,1000,10000,,,,,explosion,,,,,,,1,1,,2d,,,,,,,,,,,,1,,,,,,no,no,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pacific_fake_fire,,,SFX/Amb/fake_fire/pacific_##,,0.65,0.85,35,6000,,,,,rfl_3rd,,curve2,,,,,0.9,1.05,,3d,,,,,,,,,,,,,,,,,,no,no,,,70,50,0.35,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
